t_dat,article_id,sales_channel_id,payment_method,SKU_No,prod_return_type,return_Status,delivered,cust_id
2018-10-14,539723003,2,Card,539723003.0,No return,Not Returned,Delivered,866
2018-10-28,564358023,1,UPI,564358023.0,15 days return,Not Returned,Delivered,3469
2018-10-10,667499010,1,Cash,667499010.0,15 days return,Returned,Delivered,763
2018-10-03,591334003,1,Card,591334003.0,15 days return,Not Returned,Delivered,2278
2018-10-07,537116004,2,UPI,537116004.0,15 days return,Not Returned,Delivered,3864
2018-11-01,667499010,2,UPI,667499010.0,15 days return,Not Returned,Delivered,3404
2018-10-28,576775006,2,Card,576775006.0,No return,Not Returned,Delivered,4719
2018-10-02,620208001,2,UPI,620208001.0,15 days return,Not Returned,Delivered,2742
2018-10-06,560270007,1,UPI,560270007.0,No return,,Not Delivered (Others),4607
2018-10-03,541097004,2,UPI,541097004.0,15 days return,Not Returned,Delivered,348
2018-10-19,545449031,2,UPI,545449031.0,15 days return,Not Returned,Delivered,2079
2018-11-01,637515011,1,UPI,637515011.0,7 days return,Not Returned,Delivered,181
2018-10-17,643985001,2,UPI,643985001.0,15 days return,Not Returned,Delivered,2634
2018-10-30,662948005,2,Card,662948005.0,15 days return,Returned,Delivered,4842
2018-10-11,704032002,2,Cash,704032002.0,7 days return,Not Returned,Delivered,3636
2018-10-16,632832004,2,UPI,632832004.0,7 days return,Returned,Delivered,3298
2018-10-08,717593001,2,Cash,717593001.0,7 days return,Not Returned,Delivered,323
2018-09-29,664319001,2,Card,664319001.0,No return,Not Returned,Delivered,812
2018-10-05,705032002,1,UPI,705032002.0,15 days return,Not Returned,Delivered,2757
2018-10-07,625548002,1,UPI,625548002.0,7 days return,Not Returned,Delivered,4245
2018-09-29,476583020,2,UPI,476583020.0,No return,,Not Delivered (Others),86
2018-10-19,625939035,1,Card,625939035.0,7 days return,Not Returned,Delivered,4490
2018-10-29,702472001,2,Card,702472001.0,No return,Not Returned,Delivered,3749
2018-11-01,671497001,2,UPI,671497001.0,7 days return,Returned,Delivered,2372
2018-10-04,691595001,2,UPI,691595001.0,15 days return,Returned,Delivered,4762
2018-09-22,682550006,2,UPI,682550006.0,15 days return,Returned,Delivered,2461
2018-10-21,662948004,1,UPI,662948004.0,7 days return,Returned,Delivered,2632
2018-10-25,625818004,2,UPI,625818004.0,15 days return,Not Returned,Delivered,3003
2018-10-13,574112001,1,UPI,574112001.0,7 days return,Not Returned,Delivered,3689
2018-10-27,591619001,2,Cash,591619001.0,No return,Not Returned,Delivered,3964
2018-09-26,656649007,2,UPI,656649007.0,No return,Not Returned,Delivered,3745
2018-09-24,540768012,2,UPI,540768012.0,7 days return,Not Returned,Delivered,237
2018-10-14,656719005,2,UPI,656719005.0,15 days return,Not Returned,Delivered,4917
2018-10-03,655784003,2,Card,655784003.0,No return,Not Returned,Delivered,4452
2018-10-13,613942006,2,Cash,613942006.0,No return,Not Returned,Delivered,3494
2018-09-26,399256001,2,UPI,399256001.0,No return,Not Returned,Delivered,1474
2018-10-26,494691001,2,UPI,494691001.0,No return,Not Returned,Delivered,2642
2018-10-11,638019001,2,Card,638019001.0,7 days return,Not Returned,Delivered,724
2018-09-29,672127001,2,Cash,672127001.0,No return,Not Returned,Delivered,1712
2018-10-03,624445003,1,UPI,624445003.0,No return,Not Returned,Delivered,3561
2018-09-27,660367002,2,UPI,660367002.0,15 days return,Not Returned,Delivered,4423
2018-10-01,564358030,1,UPI,564358030.0,15 days return,Not Returned,Delivered,24
2018-11-01,679726001,2,UPI,679726001.0,15 days return,Not Returned,Delivered,4852
2018-09-25,688873003,2,UPI,688873003.0,No return,Not Returned,Delivered,1539
2018-09-24,685687002,2,UPI,685687002.0,15 days return,,Not Delivered (Wrong Item),2171
2018-09-27,708021001,2,UPI,708021001.0,15 days return,Not Returned,Delivered,4932
2018-10-11,501820003,2,UPI,501820003.0,No return,Not Returned,Delivered,2133
2018-09-26,665399001,2,UPI,665399001.0,7 days return,Not Returned,Delivered,1866
2018-10-05,629420001,2,UPI,629420001.0,15 days return,Not Returned,Delivered,4654
2018-09-21,612891001,2,Card,612891001.0,No return,Not Returned,Delivered,3735
2018-10-01,691799001,1,Card,691799001.0,15 days return,Not Returned,Delivered,4409
2018-10-13,651584005,1,UPI,651584005.0,No return,Not Returned,Delivered,2230
2018-09-26,677848001,2,Card,677848001.0,15 days return,Not Returned,Delivered,864
2018-11-01,557248002,1,Card,557248002.0,7 days return,Not Returned,Delivered,131
2018-10-24,554450019,2,UPI,554450019.0,15 days return,Not Returned,Delivered,4345
2018-11-01,595779011,2,UPI,595779011.0,7 days return,,Not Delivered (Wrong Item),2163
2018-09-23,564231008,2,UPI,564231008.0,7 days return,Returned,Delivered,210
2018-10-16,501616001,2,UPI,501616001.0,No return,,Not Delivered (Wrong Item),3654
2018-11-01,554450025,2,Cash,554450025.0,15 days return,Not Returned,Delivered,3010
2018-09-23,522398054,1,UPI,522398054.0,7 days return,Not Returned,Delivered,3433
2018-10-14,546406001,2,UPI,546406001.0,15 days return,Not Returned,Delivered,4917
2018-10-24,588515007,2,UPI,588515007.0,No return,Not Returned,Delivered,2200
2018-10-01,547780001,1,UPI,547780001.0,No return,Not Returned,Delivered,1534
2018-10-07,588689010,2,Cash,588689010.0,7 days return,Returned,Delivered,524
2018-10-15,685687004,2,Cash,685687004.0,7 days return,Not Returned,Delivered,959
2018-10-07,642910005,2,UPI,642910005.0,7 days return,Not Returned,Delivered,3430
2018-09-20,179208001,2,UPI,179208001.0,7 days return,Returned,Delivered,1059
2018-10-21,703795001,2,UPI,703795001.0,15 days return,Not Returned,Delivered,1192
2018-09-29,635084002,2,UPI,635084002.0,15 days return,Not Returned,Delivered,4899
2018-09-29,189691067,2,UPI,189691067.0,7 days return,Not Returned,Delivered,434
2018-10-31,715573001,1,UPI,715573001.0,15 days return,,Not Delivered (Others),3656
2018-10-22,554450019,2,UPI,554450019.0,15 days return,Not Returned,Delivered,3366
2018-09-26,671505004,1,UPI,671505004.0,7 days return,Not Returned,Delivered,92
2018-10-16,624486005,1,Card,624486005.0,7 days return,Returned,Delivered,4914
2018-10-20,616225007,1,UPI,616225007.0,No return,Not Returned,Delivered,2295
2018-10-05,613826004,1,UPI,613826004.0,15 days return,Not Returned,Delivered,2926
2018-09-29,622240002,2,UPI,622240002.0,15 days return,Returned,Delivered,3771
2018-09-22,568863005,2,UPI,568863005.0,No return,Not Returned,Delivered,3004
2018-10-04,448515027,1,UPI,448515027.0,7 days return,Not Returned,Delivered,4396
2018-09-26,651337001,2,Cash,651337001.0,15 days return,Returned,Delivered,2373
2018-10-18,252298002,2,UPI,252298002.0,No return,Not Returned,Delivered,2562
2018-10-10,709516006,2,UPI,709516006.0,No return,Not Returned,Delivered,1922
2018-10-04,647355002,2,UPI,647355002.0,15 days return,Returned,Delivered,4849
2018-09-26,519780002,2,UPI,519780002.0,No return,,Not Delivered (Wrong Item),3260
2018-10-03,568597009,1,UPI,568597009.0,7 days return,Not Returned,Delivered,3671
2018-10-23,682604001,2,UPI,682604001.0,No return,Not Returned,Delivered,4956
2018-09-27,649440001,1,UPI,649440001.0,No return,Not Returned,Delivered,3998
2018-10-23,576653005,2,Card,576653005.0,No return,,Not Delivered (Wrong Item),1565
2018-10-05,626704005,1,UPI,626704005.0,15 days return,Not Returned,Delivered,2236
2018-11-01,176209023,1,UPI,176209023.0,15 days return,Returned,Delivered,3612
2018-09-22,667378002,2,Card,667378002.0,15 days return,Returned,Delivered,226
2018-10-31,649057002,2,Card,649057002.0,15 days return,Not Returned,Delivered,919
2018-09-20,634037002,2,Card,634037002.0,7 days return,,Not Delivered (Wrong Item),3717
2018-10-04,693474001,2,UPI,693474001.0,7 days return,,Not Delivered (Others),3266
2018-09-20,607609001,2,UPI,607609001.0,7 days return,,Not Delivered (Wrong Item),4771
2018-10-06,671505002,1,Cash,671505002.0,15 days return,Not Returned,Delivered,3854
2018-10-25,616231002,2,UPI,616231002.0,No return,Not Returned,Delivered,3824
2018-10-02,516712001,2,Card,516712001.0,7 days return,,Not Delivered (Wrong Item),2830
2018-10-09,709702002,1,Card,709702002.0,15 days return,Not Returned,Delivered,4594
2018-10-05,479604005,1,UPI,479604005.0,15 days return,Not Returned,Delivered,2069
2018-10-28,699358004,2,UPI,699358004.0,15 days return,Returned,Delivered,1261
2018-09-29,684968003,2,Card,684968003.0,7 days return,Not Returned,Delivered,4466
2018-11-01,634009003,2,UPI,634009003.0,No return,,Not Delivered (Wrong Item),3993
2018-09-29,686496001,1,Card,686496001.0,15 days return,Not Returned,Delivered,1977
2018-09-21,675203002,1,UPI,675203002.0,15 days return,Not Returned,Delivered,3187
2018-10-30,725253001,2,Card,725253001.0,7 days return,,Not Delivered (Wrong Item),3059
2018-10-10,493438012,1,UPI,493438012.0,7 days return,Not Returned,Delivered,1156
2018-09-21,579541036,1,Card,579541036.0,7 days return,Not Returned,Delivered,1689
2018-10-28,634009002,2,UPI,634009002.0,No return,Not Returned,Delivered,4099
2018-10-22,602540001,2,UPI,602540001.0,7 days return,Returned,Delivered,4980
2018-09-27,573378003,2,UPI,573378003.0,7 days return,Returned,Delivered,3768
2018-10-21,682672001,2,UPI,682672001.0,7 days return,Not Returned,Delivered,1317
2018-09-29,554450005,1,UPI,554450005.0,15 days return,Returned,Delivered,4750
2018-09-24,687535001,2,Card,687535001.0,No return,Not Returned,Delivered,3368
2018-10-21,487750012,1,UPI,487750012.0,7 days return,Returned,Delivered,4169
2018-09-27,399201020,1,UPI,399201020.0,15 days return,,Not Delivered (Others),327
2018-10-27,519583015,2,UPI,519583015.0,7 days return,Not Returned,Delivered,509
2018-10-08,520509001,2,UPI,520509001.0,15 days return,Returned,Delivered,2055
2018-10-26,674037001,2,UPI,674037001.0,No return,Not Returned,Delivered,533
2018-10-23,625939013,1,UPI,625939013.0,No return,Not Returned,Delivered,4023
2018-09-28,612182001,1,UPI,612182001.0,15 days return,Not Returned,Delivered,3472
2018-10-03,686919005,1,UPI,686919005.0,15 days return,Not Returned,Delivered,3614
2018-10-09,665477002,2,UPI,665477002.0,15 days return,Not Returned,Delivered,1694
2018-10-07,629445005,1,UPI,629445005.0,7 days return,Returned,Delivered,4533
2018-09-21,554477007,1,Card,554477007.0,7 days return,Returned,Delivered,576
2018-10-14,539723001,2,UPI,539723001.0,15 days return,Returned,Delivered,1122
2018-10-18,608007002,2,UPI,608007002.0,15 days return,Not Returned,Delivered,2434
2018-09-29,504154001,1,UPI,504154001.0,15 days return,Returned,Delivered,3985
2018-09-30,657395007,2,Card,657395007.0,15 days return,Not Returned,Delivered,4641
2018-09-29,660712003,1,UPI,660712003.0,7 days return,Not Returned,Delivered,3089
2018-09-22,685687004,2,UPI,685687004.0,7 days return,Not Returned,Delivered,3627
2018-10-18,399201018,2,Cash,399201018.0,15 days return,Returned,Delivered,3768
2018-10-31,688873002,2,UPI,688873002.0,15 days return,Not Returned,Delivered,2025
2018-10-21,636587006,1,Cash,636587006.0,No return,Not Returned,Delivered,3207
2018-10-28,618899001,2,UPI,618899001.0,No return,Not Returned,Delivered,1725
2018-10-27,714429001,2,Cash,714429001.0,15 days return,Returned,Delivered,2208
2018-10-13,653032007,2,UPI,653032007.0,15 days return,Not Returned,Delivered,3437
2018-10-22,428071011,2,UPI,428071011.0,7 days return,Not Returned,Delivered,4980
2018-10-09,524529001,2,UPI,524529001.0,No return,Not Returned,Delivered,2630
2018-10-10,519583008,2,UPI,519583008.0,No return,Not Returned,Delivered,1934
2018-10-02,683024003,2,UPI,683024003.0,15 days return,Not Returned,Delivered,4479
2018-10-05,583534010,2,UPI,583534010.0,No return,Not Returned,Delivered,1772
2018-10-28,688873004,2,UPI,688873004.0,No return,Not Returned,Delivered,1132
2018-10-04,515291002,2,UPI,515291002.0,7 days return,Returned,Delivered,3588
2018-10-17,619464004,1,Card,619464004.0,7 days return,Not Returned,Delivered,3747
2018-09-20,617878003,1,UPI,617878003.0,No return,Not Returned,Delivered,3661
2018-10-01,665703002,2,Card,665703002.0,No return,Not Returned,Delivered,773
2018-10-30,630696004,2,UPI,630696004.0,15 days return,Not Returned,Delivered,291
2018-10-06,710390001,1,UPI,710390001.0,15 days return,Not Returned,Delivered,1629
2018-10-07,626890006,2,UPI,626890006.0,7 days return,Not Returned,Delivered,987
2018-10-14,578487002,1,UPI,578487002.0,7 days return,Not Returned,Delivered,76
2018-10-24,622878002,1,UPI,622878002.0,7 days return,Not Returned,Delivered,858
2018-10-28,661722002,2,Card,661722002.0,7 days return,Not Returned,Delivered,3635
2018-10-21,547747001,2,UPI,547747001.0,7 days return,Not Returned,Delivered,1243
2018-09-29,631965001,2,UPI,631965001.0,15 days return,Returned,Delivered,2223
2018-09-26,686631002,2,UPI,686631002.0,No return,Not Returned,Delivered,274
2018-10-28,662344005,2,UPI,662344005.0,15 days return,Returned,Delivered,3665
2018-09-23,565379001,2,UPI,565379001.0,7 days return,Returned,Delivered,3276
2018-10-01,507909003,2,Card,507909003.0,No return,Not Returned,Delivered,1531
2018-09-26,572400001,1,Card,572400001.0,15 days return,Not Returned,Delivered,159
2018-10-02,562245034,2,Cash,562245034.0,7 days return,Not Returned,Delivered,49
2018-11-01,521302004,1,UPI,521302004.0,15 days return,Not Returned,Delivered,1239
2018-10-08,669682002,1,UPI,669682002.0,No return,Not Returned,Delivered,701
2018-10-18,692454002,2,UPI,692454002.0,No return,Not Returned,Delivered,3107
2018-09-27,399256001,1,UPI,399256001.0,No return,Not Returned,Delivered,2968
2018-09-21,650713003,1,UPI,650713003.0,No return,Not Returned,Delivered,3353
2018-10-17,657285005,2,UPI,657285005.0,15 days return,Not Returned,Delivered,1495
2018-09-29,662948004,2,UPI,662948004.0,7 days return,Not Returned,Delivered,1947
2018-10-24,588425001,2,UPI,588425001.0,7 days return,Returned,Delivered,2038
2018-10-14,630141003,2,UPI,630141003.0,No return,Not Returned,Delivered,3131
2018-09-29,660599003,1,Cash,660599003.0,15 days return,Not Returned,Delivered,4285
2018-10-29,652367001,2,UPI,652367001.0,No return,Not Returned,Delivered,3631
2018-10-06,458428044,1,Cash,458428044.0,7 days return,Returned,Delivered,737
2018-10-09,568931008,2,Card,568931008.0,No return,,Not Delivered (Others),2361
2018-09-28,677930006,2,UPI,677930006.0,15 days return,Not Returned,Delivered,2290
2018-10-17,671433004,2,UPI,671433004.0,15 days return,Not Returned,Delivered,4492
2018-10-07,546882001,2,UPI,546882001.0,15 days return,Not Returned,Delivered,2816
2018-09-27,568174037,2,Card,568174037.0,15 days return,Not Returned,Delivered,1247
2018-10-22,662980003,1,UPI,662980003.0,15 days return,Returned,Delivered,2277
2018-09-29,639469001,1,UPI,639469001.0,No return,Not Returned,Delivered,3007
2018-09-21,627569002,1,UPI,627569002.0,15 days return,Not Returned,Delivered,212
2018-10-20,399136033,2,UPI,399136033.0,7 days return,Not Returned,Delivered,1573
2018-10-26,573085005,2,UPI,573085005.0,7 days return,Not Returned,Delivered,1680
2018-10-29,255396033,2,Cash,255396033.0,7 days return,Not Returned,Delivered,2563
2018-09-26,436261001,1,UPI,436261001.0,7 days return,Not Returned,Delivered,3536
2018-10-17,578716001,2,UPI,578716001.0,15 days return,Not Returned,Delivered,2723
2018-10-25,682192001,2,UPI,682192001.0,No return,Not Returned,Delivered,888
2018-10-12,615021023,2,UPI,615021023.0,15 days return,Not Returned,Delivered,4589
2018-10-06,574109011,1,UPI,574109011.0,No return,Not Returned,Delivered,263
2018-10-16,561814002,2,UPI,561814002.0,7 days return,Not Returned,Delivered,3360
2018-09-27,189691044,2,UPI,189691044.0,No return,Not Returned,Delivered,1407
2018-10-06,539723003,2,UPI,539723003.0,No return,Not Returned,Delivered,290
2018-10-18,662344005,2,UPI,662344005.0,15 days return,Not Returned,Delivered,1160
2018-09-21,446224043,2,UPI,446224043.0,7 days return,Not Returned,Delivered,2871
2018-10-17,630141002,2,UPI,630141002.0,No return,Not Returned,Delivered,1224
2018-10-03,648950002,2,UPI,648950002.0,No return,Not Returned,Delivered,4250
2018-10-09,687934001,2,UPI,687934001.0,No return,Not Returned,Delivered,2500
2018-09-26,665975001,2,Card,665975001.0,15 days return,Returned,Delivered,3062
2018-10-10,710899003,2,UPI,710899003.0,15 days return,Not Returned,Delivered,510
2018-09-25,551336001,1,UPI,551336001.0,No return,Not Returned,Delivered,1965
2018-09-27,677930005,1,Card,677930005.0,7 days return,Not Returned,Delivered,4753
2018-10-03,656401003,1,UPI,656401003.0,7 days return,Not Returned,Delivered,2774
2018-10-06,524825016,2,UPI,524825016.0,15 days return,Not Returned,Delivered,1759
2018-10-11,653275007,2,UPI,653275007.0,No return,Not Returned,Delivered,861
2018-10-18,673677001,1,UPI,673677001.0,No return,Not Returned,Delivered,87
2018-10-10,580331004,2,Card,580331004.0,7 days return,,Not Delivered (Others),242
2018-10-27,673677003,1,UPI,673677003.0,7 days return,Not Returned,Delivered,428
2018-09-29,570781006,2,UPI,570781006.0,7 days return,Not Returned,Delivered,4103
2018-09-30,617289001,1,UPI,617289001.0,7 days return,Returned,Delivered,4230
2018-10-13,644464001,2,UPI,644464001.0,15 days return,Returned,Delivered,2430
2018-10-10,691799002,1,UPI,691799002.0,7 days return,Returned,Delivered,4336
2018-10-26,632143002,2,Card,632143002.0,7 days return,Returned,Delivered,2914
2018-10-14,398127007,2,Cash,398127007.0,No return,Not Returned,Delivered,3613
2018-10-18,653335002,1,UPI,653335002.0,15 days return,Not Returned,Delivered,1418
2018-09-26,660994002,1,Card,660994002.0,No return,,Not Delivered (Wrong Item),2905
2018-10-23,649671004,2,UPI,649671004.0,No return,Not Returned,Delivered,2590
2018-10-25,716262001,1,Cash,716262001.0,15 days return,Not Returned,Delivered,4208
2018-10-06,568065003,1,UPI,568065003.0,No return,,Not Delivered (Wrong Item),234
2018-09-30,625939003,1,UPI,625939003.0,No return,Not Returned,Delivered,24
2018-10-05,558524012,2,UPI,558524012.0,No return,Not Returned,Delivered,4250
2018-10-25,638677001,2,UPI,638677001.0,7 days return,Not Returned,Delivered,2048
2018-10-21,490793027,2,Cash,490793027.0,No return,Not Returned,Delivered,1243
2018-10-04,670687001,2,UPI,670687001.0,15 days return,,Not Delivered (Wrong Item),3266
2018-10-11,501820042,2,UPI,501820042.0,7 days return,Not Returned,Delivered,832
2018-10-01,557246005,1,UPI,557246005.0,7 days return,Not Returned,Delivered,4418
2018-10-09,569998002,1,UPI,569998002.0,7 days return,Not Returned,Delivered,2576
2018-10-05,623434023,2,UPI,623434023.0,7 days return,Not Returned,Delivered,3781
2018-10-10,665201002,2,UPI,665201002.0,15 days return,Not Returned,Delivered,1601
2018-09-26,636148001,2,UPI,636148001.0,No return,Not Returned,Delivered,1131
2018-09-23,399136060,2,Card,399136060.0,No return,Not Returned,Delivered,4697
2018-10-27,584298009,1,Card,584298009.0,No return,Not Returned,Delivered,1265
2018-10-29,583534013,2,Card,583534013.0,15 days return,Not Returned,Delivered,4026
2018-10-10,650974003,2,UPI,650974003.0,No return,,Not Delivered (Others),2604
2018-10-11,571739001,2,UPI,571739001.0,15 days return,Not Returned,Delivered,1988
2018-10-18,580318002,2,Cash,580318002.0,7 days return,Not Returned,Delivered,1414
2018-09-29,532044001,2,Card,532044001.0,15 days return,Not Returned,Delivered,4644
2018-10-06,639192002,1,UPI,639192002.0,No return,Not Returned,Delivered,3854
2018-09-29,663944001,1,UPI,663944001.0,7 days return,,Not Delivered (Others),4844
2018-10-08,662935001,2,UPI,662935001.0,No return,Not Returned,Delivered,3932
2018-10-14,516656003,2,UPI,516656003.0,15 days return,Not Returned,Delivered,351
2018-10-24,657512002,1,UPI,657512002.0,7 days return,Returned,Delivered,4615
2018-10-24,634366002,2,UPI,634366002.0,7 days return,Not Returned,Delivered,2200
2018-09-26,637515003,2,UPI,637515003.0,No return,Not Returned,Delivered,3564
2018-10-30,637549012,1,UPI,637549012.0,No return,Not Returned,Delivered,1451
2018-09-29,562245042,2,UPI,562245042.0,15 days return,Returned,Delivered,1701
2018-09-29,189616001,2,UPI,189616001.0,7 days return,Not Returned,Delivered,460
2018-10-17,694415001,2,Cash,694415001.0,No return,Not Returned,Delivered,640
2018-09-26,675203003,2,UPI,675203003.0,No return,Not Returned,Delivered,4985
2018-10-26,572797001,2,UPI,572797001.0,15 days return,Returned,Delivered,1647
2018-10-01,657476002,1,UPI,657476002.0,7 days return,Not Returned,Delivered,2257
2018-10-10,573716010,2,Card,573716010.0,7 days return,Not Returned,Delivered,377
2018-09-30,616225015,1,UPI,616225015.0,15 days return,Not Returned,Delivered,3087
2018-10-27,586796003,2,UPI,586796003.0,No return,Not Returned,Delivered,921
2018-09-24,501820007,2,UPI,501820007.0,7 days return,Not Returned,Delivered,447
2018-10-11,355569001,2,Card,355569001.0,No return,Not Returned,Delivered,37
2018-10-12,621470001,2,UPI,621470001.0,7 days return,Returned,Delivered,1725
2018-10-21,616225020,1,UPI,616225020.0,No return,Not Returned,Delivered,431
2018-10-06,663465004,2,UPI,663465004.0,7 days return,Not Returned,Delivered,1741
2018-09-26,557247001,2,UPI,557247001.0,No return,Not Returned,Delivered,415
2018-09-26,519789001,2,UPI,519789001.0,7 days return,Not Returned,Delivered,3027
2018-09-25,621381008,2,UPI,621381008.0,15 days return,Returned,Delivered,1219
2018-10-11,562245050,2,UPI,562245050.0,15 days return,Not Returned,Delivered,2752
2018-10-13,650696002,1,UPI,650696002.0,No return,Not Returned,Delivered,728
2018-09-28,525815001,2,UPI,525815001.0,No return,,Not Delivered (Others),1626
2018-09-29,572400001,1,UPI,572400001.0,15 days return,,Not Delivered (Others),4381
2018-09-26,572400002,1,Cash,572400002.0,No return,Not Returned,Delivered,159
2018-10-11,708907001,1,UPI,708907001.0,No return,Not Returned,Delivered,567
2018-09-27,564792001,1,UPI,564792001.0,15 days return,Not Returned,Delivered,3286
2018-10-06,527687006,1,UPI,527687006.0,7 days return,Not Returned,Delivered,1411
2018-10-30,639769001,2,UPI,639769001.0,No return,Not Returned,Delivered,4594
2018-09-22,399201005,2,Cash,399201005.0,7 days return,Not Returned,Delivered,4401
2018-10-13,691677001,2,Card,691677001.0,No return,Not Returned,Delivered,150
2018-10-27,482207013,2,Cash,482207013.0,15 days return,Returned,Delivered,4599
2018-10-26,504155020,1,UPI,504155020.0,No return,Not Returned,Delivered,2683
2018-09-26,592172008,2,Card,592172008.0,15 days return,,Not Delivered (Others),1530
2018-09-24,399136009,2,UPI,399136009.0,No return,Not Returned,Delivered,659
2018-09-21,505221001,2,Card,505221001.0,No return,Not Returned,Delivered,2364
2018-10-20,449897015,2,UPI,449897015.0,No return,Not Returned,Delivered,1837
2018-10-19,572400014,1,UPI,572400014.0,7 days return,Not Returned,Delivered,4403
2018-09-23,561817002,2,Cash,561817002.0,7 days return,Not Returned,Delivered,1824
2018-09-30,301656013,2,UPI,301656013.0,7 days return,Not Returned,Delivered,1382
2018-10-19,719002001,1,UPI,719002001.0,No return,Not Returned,Delivered,3362
2018-09-27,547780015,1,UPI,547780015.0,15 days return,Not Returned,Delivered,2243
2018-11-01,670107009,2,Cash,670107009.0,No return,Not Returned,Delivered,3395
2018-10-22,608483002,1,UPI,608483002.0,7 days return,Not Returned,Delivered,4954
2018-11-01,399223029,1,UPI,399223029.0,15 days return,Not Returned,Delivered,334
2018-09-29,553873033,2,Card,553873033.0,15 days return,Returned,Delivered,2223
2018-10-24,537688013,1,Card,537688013.0,7 days return,Returned,Delivered,3465
2018-10-25,562245039,2,Card,562245039.0,15 days return,Not Returned,Delivered,3454
2018-10-03,613246001,2,Card,613246001.0,No return,Not Returned,Delivered,4254
2018-10-16,671057002,1,UPI,671057002.0,7 days return,Not Returned,Delivered,3363
2018-10-21,684588006,2,UPI,684588006.0,7 days return,Not Returned,Delivered,866
2018-09-22,678086001,2,UPI,678086001.0,15 days return,Not Returned,Delivered,3074
2018-10-21,666448001,2,UPI,666448001.0,7 days return,Not Returned,Delivered,767
2018-10-23,666448006,2,Card,666448006.0,7 days return,Not Returned,Delivered,264
2018-09-29,661152001,2,UPI,661152001.0,7 days return,Not Returned,Delivered,3535
2018-09-27,570002020,2,Card,570002020.0,7 days return,Not Returned,Delivered,2480
2018-10-02,657476001,1,UPI,657476001.0,7 days return,Returned,Delivered,1116
2018-10-08,529841002,2,UPI,529841002.0,15 days return,Not Returned,Delivered,2727
2018-10-18,573085010,2,UPI,573085010.0,15 days return,Not Returned,Delivered,3444
2018-10-11,637515002,1,UPI,637515002.0,15 days return,Not Returned,Delivered,2795
2018-10-10,647396002,2,Cash,647396002.0,No return,Not Returned,Delivered,2151
2018-10-09,673901006,2,Card,673901006.0,No return,Not Returned,Delivered,1801
2018-10-17,623745002,2,UPI,623745002.0,No return,Not Returned,Delivered,503
2018-09-21,565241003,2,UPI,565241003.0,15 days return,Not Returned,Delivered,1223
2018-09-29,608436001,1,UPI,608436001.0,7 days return,Not Returned,Delivered,4801
2018-10-04,661095001,2,UPI,661095001.0,15 days return,Returned,Delivered,2221
2018-11-01,563519003,2,Card,563519003.0,15 days return,Not Returned,Delivered,3645
2018-10-27,469137001,2,Card,469137001.0,No return,Not Returned,Delivered,4449
2018-10-09,662257001,1,UPI,662257001.0,7 days return,Not Returned,Delivered,2854
2018-10-25,548603022,2,Card,548603022.0,15 days return,Returned,Delivered,668
2018-10-22,623632004,2,UPI,623632004.0,No return,Not Returned,Delivered,4053
2018-09-28,501820008,1,Card,501820008.0,No return,Not Returned,Delivered,3878
2018-10-17,634249005,1,Cash,634249005.0,15 days return,Not Returned,Delivered,3130
2018-10-25,316441025,2,Cash,316441025.0,15 days return,Returned,Delivered,4323
2018-10-10,636455009,2,Card,636455009.0,No return,Not Returned,Delivered,494
2018-09-29,510465001,2,Cash,510465001.0,7 days return,Returned,Delivered,4083
2018-10-26,615566002,2,UPI,615566002.0,15 days return,Returned,Delivered,41
2018-10-27,688558006,2,UPI,688558006.0,No return,Not Returned,Delivered,1044
2018-10-28,645638003,1,UPI,645638003.0,7 days return,Not Returned,Delivered,1273
2018-11-01,625506003,2,Cash,625506003.0,No return,Not Returned,Delivered,3595
2018-09-30,399061018,1,UPI,399061018.0,7 days return,Not Returned,Delivered,1567
2018-09-24,579541007,2,Card,579541007.0,7 days return,Returned,Delivered,1548
2018-10-11,643975002,2,UPI,643975002.0,7 days return,Not Returned,Delivered,4075
2018-10-13,662075005,1,UPI,662075005.0,No return,Not Returned,Delivered,2517
2018-10-29,614622006,2,UPI,614622006.0,7 days return,Not Returned,Delivered,3634
2018-10-04,660450001,2,UPI,660450001.0,No return,Not Returned,Delivered,4762
2018-09-29,495884008,1,UPI,495884008.0,15 days return,,Not Delivered (Others),1341
2018-10-22,661095001,2,UPI,661095001.0,15 days return,Returned,Delivered,4978
2018-09-26,648414004,1,UPI,648414004.0,15 days return,Not Returned,Delivered,1776
2018-10-19,611641001,2,Cash,611641001.0,7 days return,Not Returned,Delivered,4914
2018-10-25,586651002,2,UPI,586651002.0,15 days return,Not Returned,Delivered,4767
2018-09-20,678073002,2,Card,678073002.0,No return,Not Returned,Delivered,2639
2018-10-17,241602003,1,Cash,241602003.0,15 days return,Not Returned,Delivered,1333
2018-09-23,635418002,2,UPI,635418002.0,No return,Not Returned,Delivered,210
2018-10-03,189691075,2,UPI,189691075.0,15 days return,Returned,Delivered,1725
2018-10-18,512251003,2,UPI,512251003.0,No return,Not Returned,Delivered,1343
2018-10-12,618217001,2,UPI,618217001.0,15 days return,,Not Delivered (Others),2846
2018-10-06,534357008,1,Card,534357008.0,7 days return,Not Returned,Delivered,274
2018-09-29,660599002,1,Cash,660599002.0,No return,Not Returned,Delivered,2505
2018-09-21,633130002,2,UPI,633130002.0,7 days return,Not Returned,Delivered,1843
2018-09-23,638628002,2,UPI,638628002.0,No return,Not Returned,Delivered,3396
