age,postal_code,gender,size,cust_id,embed_text
50-60,Chennai,Male,L,1212,"Customer ID: 1212, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: L"
20-25,Coimbatore,Female,M,1213,"Customer ID: 1213, Gender: Female, postal_code: Coimbatore, Age Range: 20-25, Size: M"
40-50,Hyderabad,Female,L,1214,"Customer ID: 1214, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: L"
25-30,Kolkata,Female,M,1215,"Customer ID: 1215, Gender: Female, postal_code: Kolkata, Age Range: 25-30, Size: M"
60-70,Vadodara,Female,M,1217,"Customer ID: 1217, Gender: Female, postal_code: Vadodara, Age Range: 60-70, Size: M"
25-30,Mumbai,Male,XS,1219,"Customer ID: 1219, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XS"
20-25,Hyderabad,Female,XS,1220,"Customer ID: 1220, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: XS"
40-50,Surat,Female,S,1221,"Customer ID: 1221, Gender: Female, postal_code: Surat, Age Range: 40-50, Size: S"
80-90,Surat,Female,M,1223,"Customer ID: 1223, Gender: Female, postal_code: Surat, Age Range: 80-90, Size: M"
40-50,Bengaluru,Female,M,1224,"Customer ID: 1224, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: M"
25-30,Coimbatore,Male,S,1225,"Customer ID: 1225, Gender: Male, postal_code: Coimbatore, Age Range: 25-30, Size: S"
30-35,Delhi,Female,M,1226,"Customer ID: 1226, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: M"
40-50,Visakhapatnam,Male,M,1227,"Customer ID: 1227, Gender: Male, postal_code: Visakhapatnam, Age Range: 40-50, Size: M"
50-60,Delhi,Female,XS,1228,"Customer ID: 1228, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: XS"
30-35,Mumbai,Female,L,1229,"Customer ID: 1229, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: L"
25-30,Guwahati,Female,XS,1230,"Customer ID: 1230, Gender: Female, postal_code: Guwahati, Age Range: 25-30, Size: XS"
25-30,Patna,Female,M,1231,"Customer ID: 1231, Gender: Female, postal_code: Patna, Age Range: 25-30, Size: M"
15-20,Bengaluru,Male,S,1234,"Customer ID: 1234, Gender: Male, postal_code: Bengaluru, Age Range: 15-20, Size: S"
25-30,Coimbatore,Female,M,1238,"Customer ID: 1238, Gender: Female, postal_code: Coimbatore, Age Range: 25-30, Size: M"
20-25,Kolkata,Female,S,1239,"Customer ID: 1239, Gender: Female, postal_code: Kolkata, Age Range: 20-25, Size: S"
50-60,Bengaluru,Female,M,1240,"Customer ID: 1240, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: M"
25-30,Bengaluru,Female,S,1241,"Customer ID: 1241, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: S"
20-25,Bengaluru,Male,XL,1243,"Customer ID: 1243, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: XL"
25-30,Coimbatore,Male,XL,1244,"Customer ID: 1244, Gender: Male, postal_code: Coimbatore, Age Range: 25-30, Size: XL"
40-50,Kolkata,Male,XL,1247,"Customer ID: 1247, Gender: Male, postal_code: Kolkata, Age Range: 40-50, Size: XL"
30-35,Chandigarh,Female,XL,1252,"Customer ID: 1252, Gender: Female, postal_code: Chandigarh, Age Range: 30-35, Size: XL"
25-30,Chennai,Male,L,1253,"Customer ID: 1253, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: L"
40-50,Mumbai,Female,XS,1256,"Customer ID: 1256, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: XS"
50-60,Chandigarh,Female,L,1258,"Customer ID: 1258, Gender: Female, postal_code: Chandigarh, Age Range: 50-60, Size: L"
30-35,Ahmedabad,Female,M,1259,"Customer ID: 1259, Gender: Female, postal_code: Ahmedabad, Age Range: 30-35, Size: M"
25-30,Visakhapatnam,Female,L,1260,"Customer ID: 1260, Gender: Female, postal_code: Visakhapatnam, Age Range: 25-30, Size: L"
20-25,Chandigarh,Male,XS,1261,"Customer ID: 1261, Gender: Male, postal_code: Chandigarh, Age Range: 20-25, Size: XS"
60-70,Hyderabad,Female,XS,1265,"Customer ID: 1265, Gender: Female, postal_code: Hyderabad, Age Range: 60-70, Size: XS"
60-70,Delhi,Male,L,1266,"Customer ID: 1266, Gender: Male, postal_code: Delhi, Age Range: 60-70, Size: L"
25-30,Mumbai,Female,L,1267,"Customer ID: 1267, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
50-60,Hyderabad,Female,XS,1268,"Customer ID: 1268, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
25-30,Bengaluru,Female,S,1269,"Customer ID: 1269, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: S"
20-25,Nagpur,Male,S,1270,"Customer ID: 1270, Gender: Male, postal_code: Nagpur, Age Range: 20-25, Size: S"
35-40,Hyderabad,Female,M,1271,"Customer ID: 1271, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: M"
50-60,Bengaluru,Female,L,1272,"Customer ID: 1272, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: L"
50-60,Hyderabad,Female,XS,1273,"Customer ID: 1273, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
35-40,Mumbai,Male,L,1276,"Customer ID: 1276, Gender: Male, postal_code: Mumbai, Age Range: 35-40, Size: L"
25-30,Kolkata,Male,XS,1279,"Customer ID: 1279, Gender: Male, postal_code: Kolkata, Age Range: 25-30, Size: XS"
40-50,Mumbai,Female,M,1282,"Customer ID: 1282, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: M"
25-30,Chennai,Female,XL,1285,"Customer ID: 1285, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: XL"
50-60,Hyderabad,Female,XL,1288,"Customer ID: 1288, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
40-50,Kolkata,Male,XL,1289,"Customer ID: 1289, Gender: Male, postal_code: Kolkata, Age Range: 40-50, Size: XL"
25-30,Nagpur,Female,M,1290,"Customer ID: 1290, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: M"
30-35,Vadodara,Male,M,1293,"Customer ID: 1293, Gender: Male, postal_code: Vadodara, Age Range: 30-35, Size: M"
30-35,Mumbai,Female,M,1296,"Customer ID: 1296, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: M"
40-50,Chennai,Male,M,1297,"Customer ID: 1297, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: M"
25-30,Mumbai,Female,XL,1300,"Customer ID: 1300, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: XL"
60-70,Chennai,Female,M,1301,"Customer ID: 1301, Gender: Female, postal_code: Chennai, Age Range: 60-70, Size: M"
25-30,Guwahati,Male,M,1303,"Customer ID: 1303, Gender: Male, postal_code: Guwahati, Age Range: 25-30, Size: M"
20-25,Bengaluru,Female,M,1304,"Customer ID: 1304, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: M"
35-40,Visakhapatnam,Female,XL,1305,"Customer ID: 1305, Gender: Female, postal_code: Visakhapatnam, Age Range: 35-40, Size: XL"
30-35,Hyderabad,Female,XS,1306,"Customer ID: 1306, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: XS"
25-30,Bhopal,Male,XS,1307,"Customer ID: 1307, Gender: Male, postal_code: Bhopal, Age Range: 25-30, Size: XS"
20-25,Coimbatore,Male,XL,1309,"Customer ID: 1309, Gender: Male, postal_code: Coimbatore, Age Range: 20-25, Size: XL"
50-60,Chennai,Female,S,1310,"Customer ID: 1310, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: S"
40-50,Hyderabad,Female,M,1311,"Customer ID: 1311, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: M"
25-30,Delhi,Female,S,1312,"Customer ID: 1312, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: S"
25-30,Bengaluru,Female,XL,1313,"Customer ID: 1313, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: XL"
35-40,Nagpur,Male,M,1314,"Customer ID: 1314, Gender: Male, postal_code: Nagpur, Age Range: 35-40, Size: M"
20-25,Chandigarh,Male,XS,1315,"Customer ID: 1315, Gender: Male, postal_code: Chandigarh, Age Range: 20-25, Size: XS"
15-20,Delhi,Female,XL,1316,"Customer ID: 1316, Gender: Female, postal_code: Delhi, Age Range: 15-20, Size: XL"
40-50,Chennai,Female,M,1317,"Customer ID: 1317, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: M"
50-60,Indore,Male,XL,1320,"Customer ID: 1320, Gender: Male, postal_code: Indore, Age Range: 50-60, Size: XL"
25-30,Hyderabad,Female,S,1321,"Customer ID: 1321, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: S"
30-35,Mumbai,Male,M,1323,"Customer ID: 1323, Gender: Male, postal_code: Mumbai, Age Range: 30-35, Size: M"
60-70,Visakhapatnam,Female,XL,1325,"Customer ID: 1325, Gender: Female, postal_code: Visakhapatnam, Age Range: 60-70, Size: XL"
25-30,Bengaluru,Female,S,1327,"Customer ID: 1327, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: S"
15-20,Chennai,Female,S,1328,"Customer ID: 1328, Gender: Female, postal_code: Chennai, Age Range: 15-20, Size: S"
35-40,Hyderabad,Female,XS,1329,"Customer ID: 1329, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: XS"
25-30,Bengaluru,Female,L,1331,"Customer ID: 1331, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: L"
40-50,Chennai,Female,L,1332,"Customer ID: 1332, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: L"
50-60,Chennai,Female,M,1333,"Customer ID: 1333, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: M"
30-35,Delhi,Female,S,1334,"Customer ID: 1334, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: S"
50-60,Patna,Female,M,1338,"Customer ID: 1338, Gender: Female, postal_code: Patna, Age Range: 50-60, Size: M"
20-25,Bhopal,Female,L,1339,"Customer ID: 1339, Gender: Female, postal_code: Bhopal, Age Range: 20-25, Size: L"
30-35,Patna,Female,S,1341,"Customer ID: 1341, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: S"
50-60,Delhi,Female,S,1342,"Customer ID: 1342, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: S"
25-30,Delhi,Female,M,1343,"Customer ID: 1343, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: M"
25-30,Bhopal,Female,S,1344,"Customer ID: 1344, Gender: Female, postal_code: Bhopal, Age Range: 25-30, Size: S"
25-30,Jaipur,Female,S,1345,"Customer ID: 1345, Gender: Female, postal_code: Jaipur, Age Range: 25-30, Size: S"
25-30,Hyderabad,Female,XL,1348,"Customer ID: 1348, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: XL"
25-30,Jaipur,Female,L,1349,"Customer ID: 1349, Gender: Female, postal_code: Jaipur, Age Range: 25-30, Size: L"
60-70,Lucknow,Male,S,1350,"Customer ID: 1350, Gender: Male, postal_code: Lucknow, Age Range: 60-70, Size: S"
50-60,Indore,Male,S,1351,"Customer ID: 1351, Gender: Male, postal_code: Indore, Age Range: 50-60, Size: S"
60-70,Pune,Male,S,1352,"Customer ID: 1352, Gender: Male, postal_code: Pune, Age Range: 60-70, Size: S"
40-50,Bhopal,Male,M,1354,"Customer ID: 1354, Gender: Male, postal_code: Bhopal, Age Range: 40-50, Size: M"
40-50,Lucknow,Female,XS,1355,"Customer ID: 1355, Gender: Female, postal_code: Lucknow, Age Range: 40-50, Size: XS"
50-60,Visakhapatnam,Male,M,1358,"Customer ID: 1358, Gender: Male, postal_code: Visakhapatnam, Age Range: 50-60, Size: M"
40-50,Delhi,Female,L,1359,"Customer ID: 1359, Gender: Female, postal_code: Delhi, Age Range: 40-50, Size: L"
40-50,Delhi,Male,XS,1360,"Customer ID: 1360, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: XS"
50-60,Delhi,Female,S,1361,"Customer ID: 1361, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: S"
35-40,Mumbai,Female,XL,1362,"Customer ID: 1362, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: XL"
30-35,Chennai,Female,S,1363,"Customer ID: 1363, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: S"
35-40,Visakhapatnam,Female,XL,1367,"Customer ID: 1367, Gender: Female, postal_code: Visakhapatnam, Age Range: 35-40, Size: XL"
30-35,Bengaluru,Male,M,1370,"Customer ID: 1370, Gender: Male, postal_code: Bengaluru, Age Range: 30-35, Size: M"
20-25,Chennai,Female,L,1372,"Customer ID: 1372, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: L"
30-35,Delhi,Female,XS,1373,"Customer ID: 1373, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XS"
20-25,Surat,Male,M,1374,"Customer ID: 1374, Gender: Male, postal_code: Surat, Age Range: 20-25, Size: M"
40-50,Bengaluru,Female,XS,1376,"Customer ID: 1376, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: XS"
35-40,Bengaluru,Male,XL,1380,"Customer ID: 1380, Gender: Male, postal_code: Bengaluru, Age Range: 35-40, Size: XL"
70-80,Nagpur,Female,S,1382,"Customer ID: 1382, Gender: Female, postal_code: Nagpur, Age Range: 70-80, Size: S"
50-60,Bengaluru,Male,S,1383,"Customer ID: 1383, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: S"
20-25,Jaipur,Female,L,1387,"Customer ID: 1387, Gender: Female, postal_code: Jaipur, Age Range: 20-25, Size: L"
40-50,Delhi,Male,XL,1388,"Customer ID: 1388, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: XL"
60-70,Hyderabad,Female,XS,1389,"Customer ID: 1389, Gender: Female, postal_code: Hyderabad, Age Range: 60-70, Size: XS"
20-25,Hyderabad,Male,L,1392,"Customer ID: 1392, Gender: Male, postal_code: Hyderabad, Age Range: 20-25, Size: L"
25-30,Mumbai,Female,L,1394,"Customer ID: 1394, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
25-30,Hyderabad,Male,XS,1395,"Customer ID: 1395, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: XS"
30-35,Patna,Male,L,1396,"Customer ID: 1396, Gender: Male, postal_code: Patna, Age Range: 30-35, Size: L"
30-35,Vadodara,Male,S,1397,"Customer ID: 1397, Gender: Male, postal_code: Vadodara, Age Range: 30-35, Size: S"
20-25,Delhi,Female,M,1399,"Customer ID: 1399, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: M"
40-50,Visakhapatnam,Female,M,1400,"Customer ID: 1400, Gender: Female, postal_code: Visakhapatnam, Age Range: 40-50, Size: M"
50-60,Mumbai,Female,S,1401,"Customer ID: 1401, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: S"
25-30,Bengaluru,Female,L,1402,"Customer ID: 1402, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: L"
30-35,Bengaluru,Female,L,1404,"Customer ID: 1404, Gender: Female, postal_code: Bengaluru, Age Range: 30-35, Size: L"
20-25,Mumbai,Male,M,1406,"Customer ID: 1406, Gender: Male, postal_code: Mumbai, Age Range: 20-25, Size: M"
25-30,Mumbai,Male,XS,1407,"Customer ID: 1407, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XS"
25-30,Indore,Female,XL,1409,"Customer ID: 1409, Gender: Female, postal_code: Indore, Age Range: 25-30, Size: XL"
35-40,Chandigarh,Female,S,1410,"Customer ID: 1410, Gender: Female, postal_code: Chandigarh, Age Range: 35-40, Size: S"
50-60,Delhi,Male,XL,1411,"Customer ID: 1411, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: XL"
25-30,Nagpur,Female,XL,1413,"Customer ID: 1413, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: XL"
50-60,Hyderabad,Male,XS,1414,"Customer ID: 1414, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
20-25,Chennai,Male,L,1416,"Customer ID: 1416, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: L"
20-25,Chennai,Male,S,1417,"Customer ID: 1417, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: S"
35-40,Mumbai,Female,XL,1418,"Customer ID: 1418, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: XL"
50-60,Bengaluru,Female,S,1420,"Customer ID: 1420, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: S"
20-25,Hyderabad,Female,L,1421,"Customer ID: 1421, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: L"
25-30,Chennai,Male,M,1422,"Customer ID: 1422, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: M"
60-70,Chennai,Female,XL,1423,"Customer ID: 1423, Gender: Female, postal_code: Chennai, Age Range: 60-70, Size: XL"
25-30,Bengaluru,Female,XS,1424,"Customer ID: 1424, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: XS"
35-40,Bengaluru,Female,XS,1429,"Customer ID: 1429, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: XS"
30-35,Indore,Female,XL,1433,"Customer ID: 1433, Gender: Female, postal_code: Indore, Age Range: 30-35, Size: XL"
25-30,Kolkata,Female,XS,1434,"Customer ID: 1434, Gender: Female, postal_code: Kolkata, Age Range: 25-30, Size: XS"
50-60,Ahmedabad,Female,M,1435,"Customer ID: 1435, Gender: Female, postal_code: Ahmedabad, Age Range: 50-60, Size: M"
20-25,Bengaluru,Female,L,1439,"Customer ID: 1439, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: L"
25-30,Patna,Male,XL,1440,"Customer ID: 1440, Gender: Male, postal_code: Patna, Age Range: 25-30, Size: XL"
25-30,Visakhapatnam,Female,XL,1441,"Customer ID: 1441, Gender: Female, postal_code: Visakhapatnam, Age Range: 25-30, Size: XL"
40-50,Delhi,Male,M,1442,"Customer ID: 1442, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: M"
25-30,Mumbai,Female,L,1444,"Customer ID: 1444, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
20-25,Chennai,Male,L,1448,"Customer ID: 1448, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: L"
40-50,Bengaluru,Female,M,1450,"Customer ID: 1450, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: M"
25-30,Mumbai,Female,L,1451,"Customer ID: 1451, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
40-50,Surat,Female,M,1452,"Customer ID: 1452, Gender: Female, postal_code: Surat, Age Range: 40-50, Size: M"
50-60,Mumbai,Male,XS,1454,"Customer ID: 1454, Gender: Male, postal_code: Mumbai, Age Range: 50-60, Size: XS"
30-35,Nagpur,Male,M,1455,"Customer ID: 1455, Gender: Male, postal_code: Nagpur, Age Range: 30-35, Size: M"
20-25,Kolkata,Female,S,1456,"Customer ID: 1456, Gender: Female, postal_code: Kolkata, Age Range: 20-25, Size: S"
20-25,Ahmedabad,Female,XS,1457,"Customer ID: 1457, Gender: Female, postal_code: Ahmedabad, Age Range: 20-25, Size: XS"
40-50,Mumbai,Female,XS,1458,"Customer ID: 1458, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: XS"
40-50,Hyderabad,Female,M,1459,"Customer ID: 1459, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: M"
30-35,Chennai,Female,S,1462,"Customer ID: 1462, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: S"
50-60,Chennai,Female,XS,1464,"Customer ID: 1464, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: XS"
50-60,Bengaluru,Female,XS,1465,"Customer ID: 1465, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: XS"
30-35,Ahmedabad,Male,S,1466,"Customer ID: 1466, Gender: Male, postal_code: Ahmedabad, Age Range: 30-35, Size: S"
25-30,Mumbai,Female,S,1467,"Customer ID: 1467, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: S"
40-50,Coimbatore,Female,M,1468,"Customer ID: 1468, Gender: Female, postal_code: Coimbatore, Age Range: 40-50, Size: M"
30-35,Surat,Male,XS,1469,"Customer ID: 1469, Gender: Male, postal_code: Surat, Age Range: 30-35, Size: XS"
25-30,Mumbai,Male,M,1470,"Customer ID: 1470, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: M"
40-50,Coimbatore,Female,L,1471,"Customer ID: 1471, Gender: Female, postal_code: Coimbatore, Age Range: 40-50, Size: L"
25-30,Jaipur,Male,XS,1472,"Customer ID: 1472, Gender: Male, postal_code: Jaipur, Age Range: 25-30, Size: XS"
50-60,Guwahati,Male,M,1474,"Customer ID: 1474, Gender: Male, postal_code: Guwahati, Age Range: 50-60, Size: M"
60-70,Guwahati,Female,XL,1475,"Customer ID: 1475, Gender: Female, postal_code: Guwahati, Age Range: 60-70, Size: XL"
50-60,Delhi,Female,L,1476,"Customer ID: 1476, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: L"
25-30,Lucknow,Female,XL,1478,"Customer ID: 1478, Gender: Female, postal_code: Lucknow, Age Range: 25-30, Size: XL"
25-30,Bengaluru,Male,XS,1481,"Customer ID: 1481, Gender: Male, postal_code: Bengaluru, Age Range: 25-30, Size: XS"
30-35,Hyderabad,Female,XS,1482,"Customer ID: 1482, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: XS"
25-30,Mumbai,Male,XS,1483,"Customer ID: 1483, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XS"
35-40,Hyderabad,Female,L,1486,"Customer ID: 1486, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: L"
25-30,Delhi,Female,M,1487,"Customer ID: 1487, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: M"
40-50,Chennai,Female,XS,1488,"Customer ID: 1488, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: XS"
20-25,Guwahati,Male,XL,1493,"Customer ID: 1493, Gender: Male, postal_code: Guwahati, Age Range: 20-25, Size: XL"
40-50,Bhopal,Female,XS,1494,"Customer ID: 1494, Gender: Female, postal_code: Bhopal, Age Range: 40-50, Size: XS"
20-25,Jaipur,Female,M,1495,"Customer ID: 1495, Gender: Female, postal_code: Jaipur, Age Range: 20-25, Size: M"
15-20,Delhi,Male,S,1499,"Customer ID: 1499, Gender: Male, postal_code: Delhi, Age Range: 15-20, Size: S"
20-25,Kolkata,Female,M,1500,"Customer ID: 1500, Gender: Female, postal_code: Kolkata, Age Range: 20-25, Size: M"
50-60,Mumbai,Female,M,1501,"Customer ID: 1501, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: M"
35-40,Hyderabad,Male,XL,1505,"Customer ID: 1505, Gender: Male, postal_code: Hyderabad, Age Range: 35-40, Size: XL"
40-50,Nagpur,Male,XL,1506,"Customer ID: 1506, Gender: Male, postal_code: Nagpur, Age Range: 40-50, Size: XL"
60-70,Bengaluru,Male,S,1507,"Customer ID: 1507, Gender: Male, postal_code: Bengaluru, Age Range: 60-70, Size: S"
30-35,Delhi,Female,XS,1508,"Customer ID: 1508, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XS"
35-40,Hyderabad,Female,S,1510,"Customer ID: 1510, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: S"
30-35,Delhi,Female,XL,1512,"Customer ID: 1512, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XL"
30-35,Chennai,Female,M,1513,"Customer ID: 1513, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: M"
20-25,Mumbai,Female,XS,1519,"Customer ID: 1519, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: XS"
30-35,Hyderabad,Female,L,1521,"Customer ID: 1521, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: L"
40-50,Lucknow,Female,L,1523,"Customer ID: 1523, Gender: Female, postal_code: Lucknow, Age Range: 40-50, Size: L"
35-40,Chennai,Female,S,1525,"Customer ID: 1525, Gender: Female, postal_code: Chennai, Age Range: 35-40, Size: S"
30-35,Chennai,Male,M,1527,"Customer ID: 1527, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: M"
20-25,Coimbatore,Female,XL,1530,"Customer ID: 1530, Gender: Female, postal_code: Coimbatore, Age Range: 20-25, Size: XL"
35-40,Bengaluru,Female,S,1531,"Customer ID: 1531, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: S"
25-30,Visakhapatnam,Male,S,1534,"Customer ID: 1534, Gender: Male, postal_code: Visakhapatnam, Age Range: 25-30, Size: S"
30-35,Patna,Female,L,1538,"Customer ID: 1538, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: L"
50-60,Hyderabad,Female,M,1539,"Customer ID: 1539, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: M"
50-60,Mumbai,Female,S,1541,"Customer ID: 1541, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: S"
40-50,Delhi,Male,S,1548,"Customer ID: 1548, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: S"
50-60,Vadodara,Female,L,1550,"Customer ID: 1550, Gender: Female, postal_code: Vadodara, Age Range: 50-60, Size: L"
30-35,Chennai,Female,M,1552,"Customer ID: 1552, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: M"
50-60,Pune,Male,L,1553,"Customer ID: 1553, Gender: Male, postal_code: Pune, Age Range: 50-60, Size: L"
50-60,Coimbatore,Female,M,1554,"Customer ID: 1554, Gender: Female, postal_code: Coimbatore, Age Range: 50-60, Size: M"
50-60,Nagpur,Female,S,1556,"Customer ID: 1556, Gender: Female, postal_code: Nagpur, Age Range: 50-60, Size: S"
50-60,Delhi,Male,S,1557,"Customer ID: 1557, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: S"
20-25,Chennai,Male,XL,1558,"Customer ID: 1558, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: XL"
20-25,Visakhapatnam,Female,XS,1560,"Customer ID: 1560, Gender: Female, postal_code: Visakhapatnam, Age Range: 20-25, Size: XS"
25-30,Delhi,Female,L,1561,"Customer ID: 1561, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: L"
20-25,Bhopal,Male,XS,1564,"Customer ID: 1564, Gender: Male, postal_code: Bhopal, Age Range: 20-25, Size: XS"
20-25,Chennai,Female,XL,1565,"Customer ID: 1565, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: XL"
30-35,Mumbai,Male,L,1566,"Customer ID: 1566, Gender: Male, postal_code: Mumbai, Age Range: 30-35, Size: L"
50-60,Chennai,Male,M,1567,"Customer ID: 1567, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: M"
25-30,Bengaluru,Female,S,1568,"Customer ID: 1568, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: S"
30-35,Chandigarh,Male,XS,1572,"Customer ID: 1572, Gender: Male, postal_code: Chandigarh, Age Range: 30-35, Size: XS"
30-35,Hyderabad,Female,M,1573,"Customer ID: 1573, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: M"
35-40,Visakhapatnam,Female,M,1580,"Customer ID: 1580, Gender: Female, postal_code: Visakhapatnam, Age Range: 35-40, Size: M"
30-35,Coimbatore,Female,XS,1584,"Customer ID: 1584, Gender: Female, postal_code: Coimbatore, Age Range: 30-35, Size: XS"
35-40,Coimbatore,Female,M,1586,"Customer ID: 1586, Gender: Female, postal_code: Coimbatore, Age Range: 35-40, Size: M"
